num, id, type_agence, nom_agence, code_agence,  wilaya_agence, commune_agence, latitude, longitude, adresse, tel, email, horaires 
173, 3199, "1", "Constantine e", "2604", "25", "25001", "36.353236", "6.639602", "Cite daksi  s.m.k.  constantine", "031 63 43 13 - 63-03-65", "", ""
174, 3200, "1", "B societes", "2606", "25", "25001", "36.359537", "6.605095", "02,place benyezzar fodil constantine", "031 92-57-77 - 93 38 37", "", ""
175, 3201, "1", "El khroub", "2607", "25", "25006", "36.268019", "6.692946", "Cit", "031 80.11.62 - 80 29 29", "", ""
176, 3202, "1", "Mila", "2608", "43", "43001", "36.453721", "6.262925", "41, rue jerusalem mila", "031 57.77,38 - 57.86.32", "", ""
177, 3203, "1", "El milia", "2609", "18", "18009", "36.752728", "6.271367", "Cit", "034 42 97-97 - 42 66 89", "", ""
178, 3204, "1", "Jijel a", "2610", "18", "18001", "36.813953", "5.771008", "Cit", "034 47.16.48 - 47.16.87", "", ""
179, 3205, "1", "Taher", "2612", "18", "18005", "36.769876", "5.895716", "Rue boukerroum tahar, taher jijel", "034 44.92.22 - 44.92.22", "", ""
180, 3206, "1", "Chelghoum el aid", "2613", "43", "43003", "36.161913", "6.17315", "Cit", "031 52.72.36 - 52.72.36", "", ""
181, 3207, "1", "Teleghma", "2614", "43", "0", "36.116679", "6.354739", "N", "031 50 24 94 - 50.24.94", "", ""
182, 3208, "1", "Emir abdelkader", "2615", "25", "25001", "36.346111", "6.603398", "Arcades mosquee emir aek constantine", "031 93.66.25 - 031 92 55 40 - 93.81.47", "", ""
183, 3209, "1", "Ferdjioua", "2616", "43", "43002", "36.411392", "5.939934", "Cit", "031 59.86.49 - 59.94.93", "", ""
184, 3210, "1", "Chemin des dames", "2617", "25", "25001", "36.372332", "6.622311", "Rue des freres bouchama constantine", "031 94.55.03 - 94.55.03", "", ""
185, 3211, "1", "Hamma bouziane", "2618", "25", "25002", "36.410506", "6.59541", "Cite 1er novembre hamma bouziane bt h constantine", "031.84.13.51 - 84.13.51", "", ""
186, 3212, "1", "Sidi abdelaziz", "2620", "18", "18013", "36.853733", "6.052712", "28,route principale sidi a.aziz jijel", "034 45.61.91 - 45.61.91", "", ""
187, 3213, "1", "Tadjenanet", "2621", "43", "0", "36.122145", "5.983963", "Rue khettab ahmed  tadjnanet mila", "031 53 32 58 - 031 53 32 58", "", ""
188, 3214, "1", "Grarem", "2622", "43", "43017", "36.515697", "6.327064", "Route nationale n.27  grarem   mila", "031 56.42.00 - 56.42.00", "", ""
189, 3215, "1", "Oued zenati", "3002", "0", "24004", "36.308826", "7.164058", "Nouvelle gare routiere oued zenati guelma", "037 27.50 06 - 27.50 06", "", ""
190, 3216, "1", "Collo", "3004", "21", "21010", "37.007664", "6.568352", "Cite des 4o logts  collo skikda", "038 71.77.22 - 71.77.22", "", ""
191, 3217, "1", "Zighoud youcef", "3011", "25", "25004", "36.534151", "6.712354", "Cite 24 fevrier 56 zighout youcef  constantine", "031 91.94.12 - 91.94.12", "", ""
192, 3218, "2", "Mezaache  amar", "2650", "25", "25001", "36.345556", "6.603517", "Cite filali bt c n.56 constantine", "031 92.24.03 - 92,24,03", "", ""
193, 3219, "2", "Benyahia  ahmed", "2655", "25", "25001", "36.360539", "6.60551", "04,rue boubertakh abdelkrim constantine", "031 92.60.53 - 92.60.53", "", ""
194, 3220, "2", "Debbache mohamed", "2656", "43", "43003", "36.158984", "6.168108", "Route principale chelghoum laid mila", "031 52.65.56 - 52.65.56", "", ""
195, 3221, "2", "Bousekssou azedine", "2657", "25", "25001", "36.354664", "6.633424", "14,rue smail mahdjoub  constantine", "031 62.14.70 - 62.14.70", "", ""
196, 3222, "2", "Mousennef fadila ", "2663", "25", "25001", "36.363276", "6.637512", "Cite lassifer abderrezak ex les apotres bt a, constantine", "031 62-42-99 - 62-42-99", "", ""
197, 3223, "2", "Benameur  allaoua", "2664", "25", "25001", "36.352774", "6.605544", "49,rue bourafrouf  bellevue constantine", "031 93.53.76 - 93.53.76", "", ""
198, 3224, "2", "Nemouchi  mohamed", "2665", "25", "25001", "36.359202", "6.643523", "Cite el mordjane n", "031 63-02-35 - 63-02-35", "", ""
199, 3225, "1", "Mahmoudi  ali", "2666", "25", "25001", "36.356417", "6.620519", "01,chalet des pins constantine", "031 62.12.33 - 62.12.33", "", ""
200, 3226, "2", "Bouhouche salah", "2667", "25", "25006", "36.25141", "6.704576", "", "031 96.40.01 - 031.96.40.01", "", ""
201, 3227, "2", "Mezerrag    abdelhak", "2668", "18", "18001", "36.819264", "5.758179", "55,rue des maquisards -jijel", "034 47.79.05 - 47,79,05", "", ""
202, 3228, "2", "Boudermine messaoud", "2669", "43", "43001", "36.454966", "6.260498", "Cit", "031 57 94 49 - 57 94 49", "", ""
203, 3229, "2", "Rouibah abdelhafid", "2671", "18", "18001", "36.807291", "5.76778", "Lots lounis route de m'kaced n", "034 50 32 62 - 50 32 62", "", ""
204, 3230, "2", "Deghiche mebarek", "2672", "43", "0", "36.12253", "5.984965", "23, rue benaouda amor,tadjenanet-mila", "031 52 39 32 - 52 39 32", "", ""
205, 3231, "2", "Boukhalfa mohammed abdelaziz", "2674", "25", "25001", "36.331859", "6.583078", "Cit", "031 66 28 25 - 66 28 25", "", ""
206, 3232, "2", "Talhi teniou radia", "2675", "25", "25001", "36.36012", "6.604552", "Rue boudehane messoud n", "031 92-20-41 - 91 28 72", "", ""
207, 3233, "2", "Bouhouche tarek", "2678", "25", "0", "36.361649", "6.640436", "Cit", "031 61 47 81 -  61 47 81", "", ""
208, 3234, "2", "Boudjenana abdelhak", "2680", "18", "0", "36.777577", "5.895939", "Lot,15 local n", "034 44 54 42 - 44 54 42", "", ""
209, 3235, "2", "Siari mansour", "2681", "25", "0", "36.263532", "6.584655", "Uv 05 projet 106 logts promotionnels bt: l  nouvelle ville ali mendjeli", "031 95 71 90 - 95 71 90", "", ""
210, 3236, "2", "Sedira mohamed adel", "2682", "18", "18001", "36.817756", "5.770287", "", "", "", ""
211, 3237, "2", "Boufermel hocine", "2683", "18", "0", "36.749435", "6.26766", "N", "031 52 61 59 - 52 61 59", "", ""
212, 3238, "2", "Arfi salah eddine", "2684", "43", "0", "36.412234", "5.944048", "Cit", "031 59 73 09 - 59 73 09", "", ""
213, 3239, "2", "Koussa smail", "2685", "25", "25001", "36.363312", "6.644292", "", "", "", ""
214, 3240, "2", "", "2686", "25", "0", "36.252501", "6.569066", "Uv 2 bt a01 n", "031 75 32 12", "", ""
215, 3241, "2", "", "2687", "25", "25006", "36.257221", "6.590088", "", "", "", ""
216, 3242, "1", "Zebiri", "21001", "25", "0", "36.247323", "6.287817", "", "", "", ""
217, 3243, "1", "", "26121", "25", "0", "36.825524", "5.961453", "", "", "", ""
218, 3244, "1", "Aflou", "1904", "3", "15001", "34.1177944444444", "2.09663333333333", "Route de tiaret bp 79  aflou  laghouat", "029 96.61.54 - 96.61.54", "", ""
219, 3245, "1", "Hassi rmel", "1920", "3", "44010", "32.95", "3.27", "Cite opgi hassi r'mel laghouat", "029.98.84.97 - 029.98.84.97", "", ""
220, 3246, "0", "D.r mouzaia", "16", "0", "44001", "36.4696166666667", "2.68871666666667", "Rue birane m'hamed mouzaia", "", "", ""
221, 3247, "1", "Blida 'a'", "1601", "9", "9001", "36.473604035700575", "2.8229879887846865", "Rue amara youcef  blida", "", "", ""
222, 3248, "1", "Blida 'b'", "1602", "9", "9001", "36.474936829350014", "2.8300684688620152", "Cit", "", "", ""
223, 3249, "1", "Blida 'c'", "1603", "9", "9001", "36.47893989124208", "2.8194957526740514", "75  bvd mohamed boudiaf  blida", "", "", ""
224, 3250, "1", "Boufarik", "1604", "9", "9020", "36.569292403625255", "2.9057361423433", "Place  de  marcher de  gros  boufarik", "", "", ""
225, 3251, "1", "Cherchel", "1605", "42", "0", "36.59961970303233", "2.1793237843736604", "Cit", "", "", ""
226, 3252, "1", "Hadjout", "1606", "42", "42012", "36.51549644190845", "2.4098960032282264", "Rue abed mohamed hadjout", "", "", ""
227, 3253, "1", "Bousmail", "1607", "42", "42026", "36.64249359889546", "2.692591634080859", "Rue didouche mourad bou ismail", "", "", ""
228, 3254, "1", "Kolea", "1608", "42", "42035", "36.635694017156354", "2.7696606219201483", "Route  de  blida kol", "", "", ""
229, 3255, "1", "Mouzaia", "1609", "9", "9016", "36.46983485207129", "2.6884105615718137", "Rue biren m'hamed  mouzaia", "", "", ""
230, 3256, "1", "Tipaza", "1610", "42", "42001", "36.58907989580614", "2.457141292034293", "Cit", "", "", ""
231, 3257, "1", "Oued  el  alleug", "1611", "9", "9004", "36.55606135855667", "2.7932692490806126", "Route de boufarik oea", "", "", ""
232, 3258, "1", "Damous", "1613", "42", "42023", "36.54838907260194", "1.7048949195187402", "Rue  freres badje  damous", "", "", ""
233, 3259, "1", "El  affroun", "1614", "9", "9010", "36.46845043298448", "2.6266794826793842", "Rue m'barek  cherif el affroun", "", "", ""
234, 3260, "1", "Tablat", "1615", "9", "26052", "36.41153979932464", "3.311345768143091", "Cit", "", "", ""
235, 3261, "1", "Laghouat  'c'", "1616", "3", "3001", "33.79694204996344", "2.864418870849299", "Rue hadj ahmed bensalem laghouat", "", "", ""
236, 3262, "1", "Medea 'c'", "1617", "26", "26001", "36.26429821573136", "2.768575350013884", "Cit", "", "", ""
237, 3263, "2", "Aga  berrachoua.m", "1653", "9", "0", "36.57491135095016", "3.1579760637011223", "Hay 181 logts eplf-bt 05-n", "", "", ""
238, 3264, "2", "Aga  henniche.b", "1656", "17", "0", "35.4510194444444", "2.90709166666667", "Cit", "", "", ""
239, 3265, "2", "Aga  belhout.a", "1657", "42", "0", "36.646475824895724", "2.692942501323929", "Lot polyclinique n", "", "", ""
240, 3266, "2", "Aga  goudjil.r", "1658", "9", "0", "36.495721995430614", "2.853853427474349", "Cit", "", "", ""
241, 3267, "2", "Aga  skander.", "1659", "26", "0", "36.25885356957875", "2.7609100704430136", "25,rue 17 octobre, cit", "", "", ""
242, 3268, "2", "Aga immessaoudane", "1660", "26", "0", "36.26898739616233", "2.7617288732699", "Rue boumenir mouloud,ex route  d'alger,bachene,n", "025 78.02.51 - 78.02.51", "", ""
243, 3269, "1", "Miliana", "1701", "44", "44002", "36.3079302829357", "2.2289517507999386", "Rue de r", "", "", ""
244, 3270, "1", "Khemis  miliana", "1708", "44", "44004", "36.261028695972186", "2.2108371206761603", "Rue  chida ben youcef", "", "", ""
245, 3271, "1", "Teniet el had", "1710", "38", "0", "35.86855074253835", "2.0282713234883207", "Rue de l'ind", "", "", ""
246, 3272, "1", "Medea 'b'", "1804", "26", "26001", "36.26335096617165", "2.759498754784774", "Route  de laghouat", "", "", ""
247, 3273, "1", "Ain  boucif", "1805", "26", "26004", "35.88842015835701", "3.1484788136760242", "Cit", "", "", ""
248, 3274, "1", "Berrouaghia", "1806", "26", "26047", "36.132878855905275", "2.9156357110445263", "Cit", "", "", ""
249, 3275, "1", "Beni  slimane", "1807", "26", "26046", "36.22873077973894", "3.31025229032721", "Cit", "", "", ""
250, 3276, "1", "Ksar  el  boukhari", "1808", "26", "26035", "35.886590683994754", "2.7493655042962493", "Cit", "", "", ""
251, 3277, "1", "Birine", "1809", "17", "17008", "35.63303148450257", "3.2230802225689597", "Cit", "", "", ""
252, 3278, "1", "Hassi  bahbah", "1811", "17", "17004", "35.07672204422653", "3.026466886068221", "Route nationale bt 251 n", "", "", ""
253, 3279, "1", "Ain  oussara", "1812", "17", "17031", "35.45754693116453", "2.8974628170496937", "Cit", "", "", ""
254, 3280, "1", "El  oumaria", "1814", "26", "26007", "36.26456360790414", "3.0337857153082672", "Rue  taieb djorlali", "", "", ""
255, 3281, "1", "Aga  benilles.a", "1850", "26", "26001", "36.2616333333333", "2.75900833333333", "22 b, rue des frere kalache  (m", "", "", ""
256, 3282, "1", "Laghouat 'b'", "1902", "3", "3001", "33.80644959750449", "2.879768161764254", "Place  khemisi", "", "", ""
257, 3283, "1", "Djelfa", "1905", "17", "17001", "34.66494127168418", "3.255428733027351", "Rue  madjbara", "", "", ""
258, 3284, "1", "Messaad", "1906", "17", "17017", "34.15432727886541", "3.488395304512709", "Cit", "", "", ""
259, 3285, "1", "Es sedikia", "2101", "31", "31001", "35.714671", "-0.608582", "03, immeuble charles de foucault oran", "041 42 42 85 - 42.42.85", "", ""
260, 3286, "1", "El makari", "2102", "31", "31001", "35.699169", "-0.628913", "Avenue aspirant hammou mokhtar oran", "041.28.17.29 - 28.17.28", "", ""
261, 3287, "1", "Abbane ramdan", "2103", "31", "31001", "35.699030", "-0.60047", "Cite administrative zone usto bp 279 oran", "041 42 90 27 -  - ", "", ""
262, 3288, "1", "Larbi tebessi", "2104", "31", "31001", "35.703456", "-0.63765", "06 avenue larbi tebessi oran", "041 39.72.79 - 39.72.79", "", ""
263, 3289, "1", "Sid el hosni", "2105", "31", "31001", "35.691607", "-0.654589", "08 bd colonel lotfi oran", "041 36,50,28 - 36,50,28", "", ""
264, 3290, "1", "Adda benaouda", "2107", "31", "31001", "35.695898", "-0.639199", "Bd adda benaouda oran", "041 30 26 09  - 30-29-79", "", ""
265, 3291, "1", "Boutlelis", "2108", "31", "31024", "35.572421", "-0.9002", "Bd mohamed khemisti boutlelis oran", "041 49.61.07 - 49.61.07", "", ""
266, 3292, "1", "Ain el turk", "2109", "31", "0", "35.746256", "-0.772726", "01 rue du maghreb ain el turk oran", "041 44.92.47 - 44.92.47", "", ""
267, 3293, "1", "El othmania", "2110", "31", "31001", "35.667061", "-0.646635", "Cite 1080 logts bt 24 el othmania oran", "041 35.44.88 - 35.44.88", "", ""
268, 3294, "1", "Misserghine", "2111", "31", "0", "35.615331", "-0.736472", "Bd emir aek misreghine oran", "041 49.05.89 - 49.05.89", "", ""
269, 3295, "1", "Es senia", "2112", "31", "31005", "35.646973", "-0.647623", "Rue gherras benaouda es senia oran", "041 58.24.42 - 58.30,24", "", ""
270, 3296, "1", "Bir el djir", "2113", "31", "31003", "35.718632", "-0.568527", "Rue des freres bahi bouabdelah bir el djir oran", "041 27.34.46 - 27.34.46", "", ""
271, 3297, "1", "Hamou boutlelis", "2114", "31", "31001", "35.701143", "-0.64651", "03 rue hamou boutlelis oran", "041.29.25.86 - 29.25.86", "", ""
272, 3298, "1", "Sig", "2201", "29", "29026", "35.530818", "0.195746", "31 rue nekkab miloud sig mascara", "045 84.01.15 - 84.01.15", "", ""
273, 3299, "1", "Arzew", "2202", "31", "31006", "35.851606", "-0.311222", "Avenue f,fanon centre ville arzew oran", "041 47.71.21 - 47.76.70", "", ""
274, 3300, "1", "Motaganem a", "2203", "27", "27001", "35.931428", "0.104696", "Rue chekhaoui mohamed mostaganem", "045 33.10.55 - 33.10.55", "", ""
275, 3301, "1", "Mostaganem stes", "2205", "27", "27001", "35.930538", "0.083865", "25 evenue benaisa belgasem mostaganem", "045.21.20.94 - 21.54.86", "", ""
276, 3302, "1", "Sidi ali", "2207", "27", "27012", "36.103533", "0.4266", "Rue des vieux marche sidi ali mostaganem", "045 24.12.38 - 24.12.38", "", ""
277, 3303, "1", "Gdyel", "2210", "31", "31002", "35.776092", "-0.43316", "Bloc g1-g2 cite 212 logts gdyel oran", "040 22 79 27 - 041 48-27-07", "", ""
278, 3304, "1", "Mosta universite", "2211", "27", "27001", "35.925628", "0.110855", "Cite 152 logts universite mostagenem", "045 33.33.12 -  33.33.12", "", ""
279, 3305, "1", "Mostaganem c", "2212", "27", "27001", "35.931852", "0.105041", "17 avenue mohamed khemisti mostaganem", "045.21.30.85 - 21.30.85", "", ""
280, 3306, "2", "Aga  belach.m", "2157", "31", "31001", "35.68", "-0.67", "40,bd fares lahouari hai badr oran", "", "", ""
281, 3307, "2", "Aga  marouf.a", "2155", "31", "31001", "35.71", "-0.60", "Cit", "", "", ""
282, 3308, "2", "Aga kerrar.t", "2151", "31", "31005", "35.64", "-0.65", "Hai 52 villa,section 10,ilot 100 essenia oran", "", "", ""
283, 3309, "2", "Aga gafaiti", "2187", "31", "0", "35.69", "-0.65", "Hai el-yasmine, usto, r", "", "", ""
284, 3311, "2", "Aga  ikhlef.m", "2169", "31", "31001", "35.71", "-0.63", "4,rue mague passeti oran", "", "", ""
285, 3312, "2", "Aga  baghdad.m", "2180", "31", "31001", "35.72", "-0.59", "Hai khmisti, ilot 146 logts, bt h, local n", "", "", ""
286, 3313, "2", "Aga  benkeroum.l", "2177", "27", "27001", "35.92", "0.06", "Cite 54 lgts aprt c n", "", "", ""
287, 3314, "2", "Aga  benmaati.n", "2178", "31", "31001", "35.71", "-0.62", "17,rue bouzina bachir,hai el sedikia oran", "", "", ""
288, 3315, "2", "Aga  habibi.m", "2179", "31", "31003", "35.72", "-0.58", "06 cite emir abdelkader bir eldjir oran", "", "", ""
289, 3316, "2", "Aga  hadj ahmed.n", "2184", "31", "0", "35.67", "-0.54", "31 boulvard de saint remi sid el chahmi oran", "", "", ""
290, 3317, "2", "Aga  djellouli.l", "2183", "31", "0", "35.65", "-0.63", "N", "", "", ""
291, 3318, "2", "Aga  quiter.a", "2181", "31", "31001", "35.69", "0.61", "Cite grand terre bt a7 n", "", "", ""
292, 3319, "2", "Aga nadi nacer", "2188", "31", "0", "35.68", "-0.65", "08, rue rahoui kaddour, choupot, othmania, maraval, local n", "", "", ""
293, 3320, "2", "Aga  djellouli.m", "2185", "31", "0", "35.70", "-0.64", "N", "", "", ""
294, 3321, "2", "Aga  rebei.b.", "2189", "31", "0", "35.67", "-0.66", "22 rue des oliviers maraval oran", "", "", ""
295, 3323, "2", "Antenne   marouf.", "21551", "31", "0", "35.62", "-0.73", "Bd emir abdelkader, 11 cheikh bouamama, messereghine, oran", "", "", ""
296, 3324, "2", "Aga habouchi.m", "2191", "27", "0", "35.93", "0.11", "208 rue amara hamida cite djebli med mostaganem", "", "", ""
297, 3325, "2", "Aga  ayache.a", "2190", "31", "0", "35.818330", "-0.356782", "Gare routiere local n", "", "", ""
298, 3326, "1", "Debila", "3111", "39", "0", "33,5", "6,93", "Route nationale n", "032 20.82.16 - 20.82.16", "", ""
299, 3327, "1", "Guemmar", "3112", "39", "22001", "33,49 ", "6,79", "Route principale guemmar eloued", "032 20.12.13 - 20.12.13", "", ""
300, 3328, "1", "Djamaa", "3305", "39", "22001", "33,53", " 5,98", "Bp 38 djamaa eloued", "032 25.70.16 - 25.70.16", "", ""
301, 3329, "1", "El maghaier", "3104", "39", "22001", "33,95", " 5,93", "", "032 28.82.70 - 28.82.70", "", ""
302, 3330, "1", "El oued", "3107", "39", "22001", "33,35", " 6,85", "", "032 24.83.77 - 24.95 30", "", ""
303, 3331, "1", "Ghrdaia-a-", "1907", "47", "47001", "32.48", "3.69", "Sidi abaz bp 26 ghardaia", "029.82.03.89 - 029.82.03.89", "", ""
304, 3332, "1", "Berriane", "1909", "47", "13001", "32.82", "3.76", "Route nationale n", "029.84.54.01 - 029.84.54.01", "", ""
305, 3333, "1", "Ghrdaia-b-", "1916", "47", "47001", "32.48", "3.67", "Av  amir abdelkader ghardaia", "029.88.30.91 - 029.88.30.91", "", ""
306, 3334, "1", "El menea", "3311", "47", "15001", "30.58", "2.88", "Centre agricole  elmenea", "029 81.64.90 - 81.64.90", "", ""
307, 3335, "1", "Metlili", "3312", "47", "15001", "32.26", "3.62", "Bp 310 quartier administratif metlili", "029 82.41.20 - 82.41.20", "", ""
308, 3336, "1", "Guerrara", "1915", "47", "0", "32.78", "4.491", "Centre commercial guerrara ghardaia", "029.85.32.05 - 029.85.32.05", "", ""
309, 3337, "1", "Illizi", "3306", "33", "15002", "26", "8", "Bp 50 centre commerciale illizi", "029 42 20 20 - 42-16-71", "", ""
310, 3338, "1", "Djanet", "3307", "33", "0", "24.55", "9.48", "Bp 42 centre commerciale djanet illizi", "029.47 60 85 - 47 60 85", "", ""
311, 3339, "1", "Ain amenas", "3308", "33", "15040", "28.04", "9.58", "Centre commercial ain amenas illizi", "029.43 92 90 - 43 92 90", "", ""
312, 3340, "1", "Dr_ouargla", "33", "30", "15018", "31.96", "5.32", "", "", "", ""
313, 3341, "1", "Ouargla-a-", "3301", "30", "35028", "31.949", "5.328", "Souk essebt ouargla", "029 71.35.59 - 71.35.59", "", ""
314, 3342, "1", "Touggourt", "3302", "30", "35005", "33,1", "6,07", "Route eloued touggourt ouargla", "029 68 17 90 - 67-18-32", "", ""
315, 3343, "1", "Ouargla-b-", "3314", "30", "10001", "31.95", "5.33", "En face mosquee bouafia ouargla", "029 76.13.19 - 76.13.19", "", ""
316, 3344, "1", "Ouargla-c-", "3317", "30", "10001", "31.96", "5.32", "Bp 68 place 1", "029 76.59.58 - 76.59.58", "", ""
317, 3345, "1", "Hassi messaoud", "3304", "30", "10013", "30,41", "5,39", "Cite 300 logts hmd ouargla", "029 73-78-92 - 73-55-00", "", ""
318, 3346, "1", "Elhadjira", "3303", "30", "15038", "32,61", "5,51", "Route principale elhadjira ouargla", "029 61.25.17 -  61.25.17", "", ""
319, 3347, "2", "Aga chaouch morched", "3354", "30", "0", "33.36", "6.86", "Rue de tebbsa el oued", "032 10 95 54 - 10 95 54", "", ""
320, 3348, "1", "Antenne taleb larabi (bureau frontiere)", "31111", "30", "0", "33.726", "7.531", "Taleb larbi -el oued", "032 - 10 - 71 - 03", "", ""
321, 3349, "1", "Tamanrasset", "3309", "11", "15001", "22.79", "5.52", "Bp 162 centre commercial tamanrasset", "029 34.45.91 - 34.45.91", "", ""
322, 3350, "1", "In salah", "3310", "11", "15036", "27.2", "2.48", "Bp 156 centre commercial ain salah", "029 36.17.31 - 36.17.31", "", ""
323, 3351, "1", "Tenes", "1703", "2", "2002", "36.5110166666667", "1.30775277777778", "Rue, mahi henni tenes  chlef", "027 76.70.40 - 76.70.40", "", ""
324, 3352, "1", "Boukadir", "1706", "2", "0", "36.1164388888889", "1.22024444444444", "Centre commercial boukadir  chlef", "027 74.92.07 - 74.92.07", "", ""
325, 3353, "1", "Oued fodda", "1712", "2", "15001", "36.3184361111111", "1.88680555555556", "Rue,seddaki abdelkader oued fodda  chlef", "027 44.69.75 - 44,69,75", "", ""
326, 3354, "1", "Ain merane", "1715", "2", "15001", "36.1602111111111", "0.970988888888889", "Hai remaly  ain merane  chlef", "027 42.99.51 - 42.99.51", "", ""
327, 3355, "1", "Oued r'hiou", "1702", "48", "35005", "35.962189579689635", "0.9195168972400078", "Rue, tazghat djillali  oued r'hiou  relizane", "046 97.60.26 - 97.60.26", "", ""
328, 3356, "1", "Chlef 'b'", "1705", "2", "35015", "36.2864361111111", "1.56506666666667", "Rue, adjudant azzoune  chlef", "027 77.29.58 - 77.29.58", "", ""
329, 3357, "1", "El attaf", "1707", "44", "10038", "36.3816861111111", "2.12951666666667", "Route nationale n.4   el attaf  a", "027 63.24.02 - 63.24.02", "", ""
330, 3358, "1", "A", "1709", "44", "44001", "36.2631277777778", "1.95964722222222", "Rue, emir abdelkader  a", "027 60.29.82 - 60.29.82", "", ""
331, 3359, "1", "Chlef 'stes'", "1711", "2", "2001", "36.2889722222222", "1.57211944444444", "03, rue ibn rochd chlef", "027 77.35.04 - 77.35.04", "", ""
332, 3360, "1", "Tissemssilt", "1714", "38", "15018", "35.6027361111111", "1.79718333333333", "Cite des 100 logts route de tiaret   tissemssilt", "046 47.81.52 - 47.81.52", "", ""
333, 3361, "1", "Darazirar tayeb", "1750", "2", "15001", "36.5086", "1.30394166666667", "Rue des cousins koubili tenes   chlef", "027 76.90.06", "", ""
334, 3362, "1", "Mohammadia", "2206", "29", "15001", "35.5924527777778", "0.067475", "10,rue larbi ben m'hidi mohammadia  mascara", "045 87.73.16 - 87.73.16", "", ""
335, 3363, "1", "Bouguirat", "2208", "27", "35006", "35.7518777777778", "0.254369444444444", "Route principale bouguirat mostaganem", "045 22.40.90 - 22.40.90", "", ""
336, 3364, "1", "Ain tedles", "2209", "27", "0", "35.99886300001382", "0.29070965339047006", "Route de l_hopital ain tedles  mostaganem", "045 22.60.91 - 22.60.91", "", ""
337, 3365, "1", "Kreir    kouider", "2252", "29", "16029", "35.5932694444444", "0.068675", "02 cite mimoni l'ahcen mohammadia - mascara", "045 89.95.48", "", ""
338, 3366, "1", "Relizane", "2301", "48", "48001", "35.741825", "0.55225", "Rue touahria  abdelkader relizane", "046 92.76.97 - 92.76.97", "", ""
339, 3367, "1", "Tighenif", "2303", "29", "0", "35.4133638888889", "0.322083333333333", "Boulevard des martyrs route de mascara", "045 88.94.82 - 88.94.82", "", ""
340, 3368, "1", "Tiaret 'a'", "2304", "14", "14001", "35.3603972222222", "1.330325", "Cite des 2oo logts route de sougueur  tiaret", "046 42.17.30 - 42.40.78", "", ""
341, 3369, "1", "Frenda", "2306", "14", "14027", "35.0643444444444", "1.04198055555556", "95,boulevard  des martyrs  frenda tiaret", "046 40.65.75 - 40.71.47", "", ""
342, 3370, "1", "Mascara", "2307", "29", "29001", "35.4005972222222", "0.146977777777778", "Cite faubourg sidi mouffok  mascara", "045 81.29.29 - 81.29.29", "", ""
343, 3371, "1", "Sougueur", "2309", "14", "14016", "35.18605", "1.50173055555556", "Boulevard si abdelghani sougueur tiaret", "046 43.99.73 - 43.99.73", "", ""
344, 3372, "1", "Mazouna", "2310", "48", "48022", "36.1247194444444", "0.880491666666667", "Mitoyenne a la salle omni sport relizane", "046 94.95.84 - 94.95.84", "", ""
345, 3373, "1", "Mahdia", "2311", "14", "14015", "35.428775", "1.75271388888889", "Rue emir abdelkader mahdia  tiaret", "046 46.39.54 - 46.39.54", "", ""
346, 3374, "1", "Zemmoura", "2312", "48", "0", "35.7178861111111", "0.755116666666667", "Boulevard ibn badis zemmoura-relizane", "046 96-38-88 - 96-38-88", "", ""
347, 3375, "1", "Ghriss", "2314", "29", "29012", "35.2509833333333", "0.155008333333333", "Cite des 70 logts   ghris  mascara", "045 81.96.36 - 81.96.36", "", ""
348, 3376, "1", "Tiaret 'b'", "2315", "14", "14001", "35.3745166666667", "1.31571111111111", "07, rue de la liberation  tiaret", "046 41.57.70 - 41.57.70", "", ""
349, 3377, "1", "Ksar chellala", "2316", "14", "14029", "35.2190611111111", "2.31828611111111", "Cite des 70 logts ksar chellala   tiaret", "046 46.80.03 - 46.80.03", "", ""
350, 3378, "2", "Ouazzane m_hamed", "2350", "48", "48001", "35.7451805555556", "0.562041666666667", "Rue hadj abed atika     relizane", "046 92.42.79 - 92.42.79", "", ""
351, 3379, "2", "Chehda   abdelkader", "2351", "48", "48001", "35.7420194444444", "0.552769444444445", "Rue sidi abed prolonge  relizane", "046 92.29.82 - 92.29.82", "", ""
352, 3380, "2", "Khiri abdenour", "2353", "2", "0", "36.1620638888889", "1.33365277777778", "N", "027 77-90-08", "", ""
353, 3381, "2", "Belhadji mohamed", "2354", "27", "0", "35.995085893790346", "0.29325700282494355", "Cite emir abdelkader, ain tedles, mostaganem", "045 22-60-48 - 22-60-48", "", ""
354, 3382, "2", "Benali m'hamed", "2355", "48", "0", "35.7175222222222", "0.755994444444444", "Rue ben badis n", "046 96 30 48 - 96 30 48", "", ""
355, 3383, "2", "Ouazzane seddik", "2356", "48", "0", "35.9575611111111", "0.909688888888889", "", "046 95 10 26 - 95 10 26", "", ""
356, 3384, "1", "Amizour", "3207", "0", "6002", "36.6456207", "4.9068338", "Cite adjeroud amizour bejaia", "034 24.04.40 - 24.97.49", "", ""
357, 3385, "1", "Aokas", "3210", "0", "6022", "36.6334079", "5.2422266", "Place du marche bp74 aokas bejaia", "034 23.29.62 - 23.29.62", "", ""
358, 3386, "1", "Akbou", "3204", "0", "6025", "36.457773", "4.526116", "Cite des 100 logts  akbou bejaia", "", "", ""
359, 3387, "1", "Sedouk", "3208", "0", "6026", "36.549307", "4.687866", "Bp 155 seddouk centre seddouk bejaia", "034 19-02-18 - 32-35-63", "", ""
